id	ratio	positive	negetive	num
2011.08.25.	50.0	3	3	6
2011.08.26.	60.0	3	2	5
2011.08.27.	100.0	1	0	1
2011.08.28.	0.0	0	0	0
2011.08.29.	66.67	2	1	3
2011.08.30.	88.89	8	1	9
2011.08.31.	77.78	7	2	9
2011.09.01.	71.43	5	2	7
2011.09.02.	80.95	17	4	21
2011.09.04.	0.0	0	1	1
2011.09.05.	50.0	12	12	24
2011.09.06.	33.33	3	6	9
2011.09.07.	50.0	5	5	10
2011.09.08.	62.5	5	3	8
2011.09.09.	76.92	10	3	13
2011.09.10.	66.67	4	2	6
2011.09.11.	0.0	0	0	0
2011.09.12.	0.0	0	0	0
2011.09.13.	100.0	2	0	2
2011.09.14.	50.0	2	2	4
2011.09.15.	55.56	5	4	9
2011.09.16.	42.86	3	4	7
2011.09.17.	100.0	1	0	1
2011.09.18.	66.67	2	1	3
2011.09.19.	40.0	4	6	10
2011.09.20.	86.67	13	2	15
2011.09.21.	42.86	6	8	14
2011.09.22.	45.0	9	11	20
2011.09.23.	65.22	15	8	23
2011.09.24.	0.0	0	1	1
2011.09.25.	50.0	3	3	6
2011.09.26.	50.0	6	6	12
2011.09.27.	60.0	3	2	5
2011.09.28.	87.5	7	1	8
2011.09.29.	53.85	7	6	13
2011.09.30.	68.75	11	5	16
2011.10.01.	0.0	0	0	0
2011.10.02.	100.0	1	0	1
2011.10.03.	100.0	2	0	2
2011.10.04.	60.0	3	2	5
2011.10.05.	33.33	2	4	6
2011.10.06.	85.71	6	1	7
2011.10.07.	71.43	5	2	7
2011.10.09.	66.67	2	1	3
2011.10.10.	60.0	9	6	15
2011.10.11.	55.56	5	4	9
2011.10.12.	83.33	5	1	6
2011.10.13.	83.33	5	1	6
2011.10.14.	81.82	9	2	11
2011.10.15.	0.0	0	2	2
2011.10.16.	50.0	2	2	4
2011.10.17.	66.67	8	4	12
2011.10.18.	81.82	9	2	11
2011.10.19.	60.0	6	4	10
2011.10.20.	0.0	0	2	2
2011.10.21.	66.67	4	2	6
2011.10.22.	0.0	0	1	1
2011.10.23.	100.0	3	0	3
2011.10.24.	90.0	9	1	10
2011.10.25.	61.54	8	5	13
2011.10.26.	55.56	5	4	9
2011.10.27.	33.33	1	2	3
2011.10.28.	30.77	4	9	13
2011.10.29.	100.0	1	0	1
2011.10.30.	66.67	2	1	3
2011.10.31.	80.0	4	1	5
2011.11.01.	75.0	9	3	12
2011.11.02.	71.43	15	6	21
2011.11.03.	100.0	11	0	11
2011.11.04.	100.0	2	0	2
2011.11.05.	100.0	2	0	2
2011.11.07.	76.92	10	3	13
2011.11.08.	55.56	10	8	18
